vars,a,b,c,d,h,K,m,sigmaX,NPV_a,NPV_b,PreyDeficit,PredatorDeficit
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.025977544397548638,0.9125902350310595,0.27584676933382046,0.092071592712956,0.6610202481543944,2825.3265083421275,1.2615573459102953,0.0062373452551985195,1350.7084722388693,198.24918625989525,0.014986861003057732,0.7818199506067809
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04340691339701098,0.4598222872962474,0.9543552314664636,0.17435353650373855,0.869069146995018,2225.356213052707,1.1336702319609733,0.0018361141766410401,2462.5389978262797,413.5749500968426,0.17037413563341736,0.6750373855184287
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.005985889587282394,0.8597498669904672,0.6026865520772693,0.14322645689021313,0.6006405746986387,1278.6944832921497,0.2867049178922879,0.008016983051605572,1791.6137713731653,969.1065839778992,0.22897592564091532,0.534482457894964
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04732813735572867,0.3758738313675116,0.43917936642947863,0.19722823627651592,0.21752103455687033,3359.303655959592,0.2789719472083206,0.0021331084197469792,577.3314236321165,1280.2592793991848,0.9844703993342943,0.9220032530968055
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.006811820590825329,0.08367513171532118,0.4572758928650267,0.1480119199046652,0.44711566200992536,3728.9299678786947,0.7661236373655174,0.0025246275809260913,2148.9254128383345,264.92256771415737,0.40308304669135075,0.7100356591232766
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.049686807492891616,0.4355539479338087,0.28589388303479457,0.09902482696420487,0.6152712537888516,2985.564014398329,1.450115509808614,0.008167254007530997,1428.6544587160577,193.7991081229672,0.03142176541751288,0.7891711657853598
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.029184378372956836,0.2199901502548902,0.3037339472698898,0.08657271864554404,0.6963481741419917,2557.1313734279333,0.5753158329327016,0.0011954032675424403,2046.432178681047,562.8334604538779,0.5236869498984752,0.6778312973615591
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.020212313998773525,0.5193695755636991,0.37230322313911146,0.1377806219066402,0.8178085224412779,3344.6347789686797,0.7824950384566572,0.005312581273275978,2846.73676205666,375.3489458568189,0.1240674256771154,0.7211442411173468
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03696141941821818,0.48421513576254266,0.9232328318820917,0.12466365886590465,0.8161222143575175,1736.8064394216362,0.4453319386867859,0.007244914951215722,621.9782842761387,639.8442882748164,0.9536129725569,0.6383876720807721
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0257996859511075,0.29031355405187387,0.7191531343074213,0.11864812497136892,0.48122436877212593,2308.070969343894,1.3311852994852238,0.0017631578336614563,1104.7237030269546,191.5905337321385,0.04301868473451307,0.704809924055812
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.017771331697959775,0.7891501697115542,0.4830970396538972,0.12738610269959993,0.9670027819126396,2698.1827595761765,1.036768384641851,0.006689739690932777,1277.337283689911,203.30752270468489,0.022912750873322993,0.6065114174662207
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.008925273880634507,0.171889268111406,0.20527670328717826,0.11794215356611744,0.8661491190777839,2283.7168791669046,1.0968690295194683,0.002059256966056396,1091.0000419125079,184.81887247144806,0.057589299739096725,0.939044652934069
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.02608671806423931,0.447639253795188,0.7019991654193898,0.11630790870051291,0.11469974427839276,3675.3326168231024,0.5156637115369932,0.008912836147738072,1022.4040663962277,1452.2101888836844,0.9459157242257504,0.0
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.029661320292941114,0.6135780366367085,0.5203944189796587,0.08707091224710786,0.4910785380892216,2450.3070165907857,0.8673132767336557,0.0034457079164279154,3490.1862651054344,708.7119528077543,0.2018639094645344,0.6046281524217281
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.034325663779678904,0.2708066272121712,0.9843805896602649,0.16911890164586993,0.38404898671829246,1800.2176237445342,1.3177708861161452,0.00288950784069604,858.8864081381782,178.71451140888462,0.05479311113287349,0.6869186936904497
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.008412394742382479,0.8952614693589318,0.5358603622924083,0.06046206661181232,0.6326976657924316,1878.4302319655876,0.3817237329232761,0.00337693808310977,3365.067229019964,1212.1041240034783,0.22455356696973794,0.5182996146737673
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.022532291580242704,0.3673719584728322,0.48489426920469797,0.11336479017771033,0.021164838480621267,2361.726631675355,0.7900156926872884,0.005689318702024558,2998.413496940137,765.1526646975668,0.4050251392524124,0.6036811158619958
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.003464764762683594,0.11251337135794298,0.4810958275334703,0.10674208110458577,0.5546516690506356,2236.636134843698,0.833234794749589,0.001965069602772478,1062.057785415684,199.5173395686457,0.10767758944917696,0.8033865610447276
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.044086200638428406,0.8187348808358362,0.4174069399469166,0.09016992300901633,0.2116979510444632,2831.0884431204354,0.6332240335344013,0.009527214442142752,4846.665755944627,2651.0603598702332,0.4811493041903297,0.020824854985421665
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03176861798048086,0.9409715429410166,0.34639040093077855,0.0648098415234291,0.8743982267675037,1294.785593045491,0.41606842092894947,0.009144233651780197,1490.901776652724,688.1430205154422,0.16853585945392438,0.6420420228399424
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.00980270281799014,0.04190610892890686,0.4486999173638201,0.11414484786662536,0.5111553720032763,2062.596886326375,0.7100774279075186,0.006075283160965232,932.6286868162229,243.33231269671631,0.6102673961946733,0.6535192374252242
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.021267072371078423,0.5450915746115241,0.7936056152233213,0.17521263727656478,0.2675604696158305,1982.7717560816,1.4533827565627453,0.004278840122409849,953.2210678794447,164.70952540873975,0.019534179144283948,0.8492876706880644
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.009179235111866508,0.6006545330717133,0.299679503155158,0.15125476654564468,0.39113744942556306,1319.0977541272093,0.8143793648278026,0.003823878336352623,612.6627652331092,183.4888756009636,0.03497195391937193,0.8568814772843732
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03085237181068394,0.04004185143079194,0.9829289126766962,0.056183424075923256,0.5195246125635328,3430.610552588453,0.3312926614400935,0.00927715158704807,1142.064388330215,1378.922738809859,0.9801419989549875,0.8580676867591214
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.029281353096018904,0.1806114694352178,0.35002960068430233,0.17404252240115864,0.6067095533683815,3533.1628076174134,0.4132256660453203,0.005868096891117746,1644.245427578226,424.21317833967316,0.9308853360024252,0.7477272651218456
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.014041103735752772,0.08770629883935686,0.7740084452377005,0.07567985988898152,0.4123652361763708,1264.6072614907025,0.23881124043368687,0.0061116097425341865,238.4961642121926,734.0412649459054,0.9837567103171719,0.9438212071832953
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.010431241034789925,0.3207496112155299,0.529865909481044,0.059587749308021354,0.9745956444595422,1227.8148022053758,0.39981056820198013,0.003628599050888544,1157.429646695615,646.7617961945393,0.4158501377612375,0.6540901459733713
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.033647898696844245,0.3881025636799002,0.2559695973315918,0.10808737731295193,0.17207383584634334,3531.5260572386583,0.23143647544822596,0.002793013778392815,563.5790761508405,913.1591179992565,0.9848579509965839,0.9418082277136306
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0262327358913993,0.17561496377354618,0.7060769402474143,0.05415603652945879,0.9780737454471642,2209.91070574498,1.2212888436007803,0.005684785648860431,1542.1394241916182,286.2204832892651,0.22785663570532405,0.709242101146522
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03372885704325919,0.044116350152167666,0.7227642184433085,0.07760791085896225,0.7214803853535146,1463.6097162834387,1.4584380290344474,0.00742643087361908,702.0830787512066,201.21763512480302,0.24411279629714241,0.7970741005829496
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.013465608911794484,0.838921959268342,0.2596445336565338,0.12121927990084723,0.45960340839182956,1827.2038636374573,1.023287208094184,0.00432867673385453,866.883716295992,188.5497212238436,0.019207395625893228,0.8525394413981381
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.01476967388975925,0.16266786675701572,0.2005295498078672,0.13463264275510942,0.6094986345367018,2055.9832794606004,0.5004273940165531,0.006651794782144931,947.3341975836665,270.297950536781,0.3443395370649871,0.7823251003868217
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.013349487985883365,0.45552492099932357,0.2095646337996524,0.19673788327333058,0.4197800704357718,1440.4659213189136,0.21314166021026937,0.008132401124685803,684.3023623413746,394.6564486215351,0.32357093642091794,0.7528462093042937
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.048297299328677025,0.5125909740957785,0.2580983247020142,0.0869625222779859,0.23049989428451903,2763.98682902912,0.9049717196725586,0.009152200240492368,3240.4740290509862,570.7963229441816,0.24719229679122517,0.6517424593878751
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04060131014512536,0.21676115332940427,0.8924526003558362,0.12084391849541651,0.8005004712048563,2169.1581996443865,0.24017518082536585,0.009823068946840291,751.2991922295822,769.9948104808743,0.9781088244370884,0.8974419501155211
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.02850215792838067,0.5206159458850567,0.3385291123155696,0.18579845484498536,0.12212440846267739,1662.836101330021,0.29628675019814665,0.006642926401370224,171.9511099321453,424.44230097588445,0.989553684293856,0.9515282723425255
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.032754752560448554,0.8417524791496181,0.8723991340520421,0.09075302158304183,0.8834689757319726,2118.376307891406,0.767386571926655,0.006915726221818419,4284.832551539907,1303.8334908153652,0.21720051555768763,0.4840807131359355
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04872018957447095,0.02890220237004816,0.6552022495714261,0.06909326169605924,0.1756938528667709,1680.420803864101,1.2549542937131979,0.007640918793232491,811.7720153506409,225.47418546332185,0.5535001110596721,0.6399765426336108
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.014575818575523527,0.166669173007215,0.6682703457769025,0.1832442504983059,0.6538099581184244,2576.659558115594,0.39125625053148816,0.006979506266942371,989.0254432822455,512.9996174362926,0.9283180931823403,0.5722494930467182
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03580845790898845,0.7018525081508783,0.39584860977489367,0.12607131302540253,0.07522609805625716,2692.6979334253374,1.369301282327394,0.0017888636464107855,1288.2332382753857,185.75046354332437,0.02119307935595678,0.7488474601111111
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03453942857493856,0.6604286921027839,0.3044811934695668,0.12488026205790223,0.0620114404436593,2115.657668687859,0.7227813651509543,0.0067488164434831395,3110.4140396771613,895.7878580075508,0.3354469826649732,0.591632886774362
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03533568144608778,0.1356898730664096,0.6018072155940526,0.07062038889554398,0.6572728963260037,2364.851061251691,1.3983172011798215,0.00392086195413671,1131.898533664775,207.99769139115094,0.08969975768521599,0.6449133548340986
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.003516318111865252,0.7644468939044076,0.2786996751731801,0.19345549494608993,0.6955473640555713,1405.9982609290012,0.35021940899609805,0.003538693593129509,602.5840006959446,202.23351207721953,0.02680948511594753,0.8894013742290588
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04127210903405813,0.8436121561903425,0.6845712934691939,0.09157391925859934,0.6684883451888739,3384.821672666434,0.30053802736061574,0.005781762325779555,1569.1155459362199,1005.5403664581205,0.9653897841999054,0.7405331248660441
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.011655518288529168,0.8256828334296352,0.5962124896449836,0.12177441972245974,0.18538020289751161,2110.553453396479,0.13321974233459297,0.004688828556038926,127.19324424423075,1399.5519430705178,0.9886042747237316,0.9053235650838894
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.005910701753608107,0.8737186742555753,0.2572007835956053,0.17919723806237714,0.21911577984478783,2294.5668360661925,0.47460572509462806,0.0018809558887288918,1742.2262009558235,337.619385857371,0.090078498696986,0.7316026132959891
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0027889408504575604,0.6242769647957206,0.23402638535973871,0.15430744483760955,0.3661124500622762,2629.376890525493,1.0556722696577547,0.005644749961731613,1261.9650584798578,169.46500894252594,0.015240392745998293,0.9548599961479831
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03632087268234043,0.5430865855074845,0.8573835242309382,0.17731291761584167,0.07161738662213978,3992.2922015391114,1.1261784231868257,0.0068328494969122945,6986.266463344775,771.7949346394514,0.2437258385434445,0.5764372257562416
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.00939264378096826,0.4664888681298215,0.5107773837336307,0.05631532413043569,0.973872982837684,3961.825838152165,0.3221097309270369,0.003168815704783123,6687.619272270226,1174.1543106872148,0.3413220632378032,0.5396840777438241
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03916187223612634,0.383716143430845,0.8520679561045907,0.11645253828644626,0.2843820579213516,1417.6996202760477,0.9998726564438346,0.00261157032640691,1714.9497879959974,546.9629042463413,0.28339830611654954,0.6378861125359027
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04213608151460583,0.9461272935434097,0.48812347556948454,0.09617986954550453,0.8532627490875482,2861.088620871016,0.4390274573157371,0.009669239963926036,5908.195998999826,1299.4695884737434,0.20878925813366805,0.5289263046040565
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.007521381974333681,0.8865239224524606,0.839163325452285,0.05115099398301982,0.9656460113314631,2162.2820658842857,1.1268749177169874,0.00899913699055038,1125.568189732271,227.59673321867623,0.021279145656465454,0.6519457787441939
